id,"partid","cond_order","cond_soepframe","soep_item",aspect_ind,"aspect",r_risk,"r_frequency","r_social","r_situation","r_control","r_active"
219,"pjiokntims","asp_judg","std","gen",5,"I feel like being risky is foolish, after a certain point. Risk-taking lacks direction and forethought.",-30,"month","0","1","controllable","active"
220,"pv0evsea4b","asp_judg","std","gen",0,"I am to scared to take risks.",-50,"month","0","0","uncontrollable","active"
221,"pv0evsea4b","asp_judg","std","gen",1,"I don't like uncertainty so I avoid risks. ",-43,"week","0","1","controllable","active"
222,"p3st2t8d7r","asp_judg","std","gen",0,"I don't like to buy things on impulse.",-40,"day","0","0","controllable","active"
223,"p3st2t8d7r","asp_judg","std","gen",1,"I sometimes like to have fun.",17,"week","0","0","controllable","active"
224,"p3st2t8d7r","asp_judg","std","gen",2,"I don't want to get hurt or hurt anyone else.",-41,"month","0","0","controllable","active"
225,"p3st2t8d7r","asp_judg","std","gen",3,"I believe in being safe rather than sorry.",-34,"day","0","0","controllable","active"
226,"p90o1dab0u","asp_judg","std","gen",0,"I don't want to lose anything, ",-37,"less_reg","0","1","NA","NA"
227,"p90o1dab0u","asp_judg","std","gen",1,"I don't have enough to take a risk and lose it.",-45,"less_reg","NA","NA","NA","NA"
228,"psmasc3auq","asp_judg","std","gen",0,"Sometimes I take risks if the reward to risk/loss ratio is within reason.",7,"month","0","0","controllable","active"
229,"pp552vm3jb","asp_judg","std","gen",0,"I am not to daring to take risks",-28,"less_reg","1","1","uncontrollable","passive"
230,"pp552vm3jb","asp_judg","std","gen",1,"I do not have the personality to take risks.",-37,"year","1","1","uncontrollable","passive"
231,"pp552vm3jb","asp_judg","std","gen",2,"I wish I was more of a risk taker.",50,"less_reg","0","1","controllable","active"
232,"pp552vm3jb","asp_judg","std","gen",3,"If I had taken more risks during my life I would be more successful than I am now.",50,"less_reg","1","1","controllable","active"
233,"ps0k8ig481","asp_judg","std","gen",0,"I think you benefit from taking risks, there is usually reward from one.",50,"NA","0","0","NA","NA"
234,"ps0k8ig481","asp_judg","std","gen",1,"It makes life a lot more interesting than just going by the book.",36,"NA","0","0","NA","NA"
235,"pp552vm3jb","asp_judg","std","gen",4,"I hate to lose what I have now.",-50,"year","0","1","controllable","active"
236,"ps0k8ig481","asp_judg","std","gen",2,"It gives you interesting stories to tell people about your life.",44,"NA","0","0","NA","NA"
237,"p59eed6ltn","asp_judg","std","gen",0,"I am willing to risk more money to get a chance at a higher return.",50,"week","0","0","uncontrollable","active"
238,"p59eed6ltn","asp_judg","std","gen",1,"I have a mindset that it'll be my only opportunity to take the risk.",39,"month","0","0","controllable","active"
239,"p59eed6ltn","asp_judg","std","gen",2,"Most of the time the risks paid off.",35,"month","0","0","controllable","passive"
240,"pnu8ljve5b","asp_judg","std","gen",0,"I like excitement and am willing to gamble to a certain extent. ",14,"month","0","1","uncontrollable","active"
241,"pnu8ljve5b","asp_judg","std","gen",1,"There are usually no big gains without taking chances. ",17,"year","0","1","uncontrollable","active"
242,"po45u0nri5","asp_judg","std","gen",0,"I would take small risks for the excitement",13,"week","0","1","controllable","active"
243,"po45u0nri5","asp_judg","std","gen",1,"I would not take significant personal or financial risks because my age limits time to recover",-28,"NA","1","0","uncontrollable","NA"
244,"pmaoctfpvq","asp_judg","std","gen",0,"Taking risks can lead to greatness",17,"week","1","1","controllable","active"
245,"pmaoctfpvq","asp_judg","std","gen",1,"It can be fun",18,"week","1","1","controllable","active"
246,"pmaoctfpvq","asp_judg","std","gen",2,"Taking risks can be unique",32,"week","1","1","controllable","active"
247,"p81792oc4t","asp_judg","std","gen",0,"I am not generally a person to take risks because I consider myself unlucky.",-48,"week","0","0","uncontrollable","passive"
248,"p81792oc4t","asp_judg","std","gen",1,"I avoid taking risks because I don't like the feeling of failure.",-50,"month","0","0","uncontrollable","passive"
249,"p81792oc4t","asp_judg","std","gen",2,"I don't like to take risks because danger does not excite me.",-50,"month","0","0","uncontrollable","passive"
250,"p81792oc4t","asp_judg","std","gen",3,"I avoid risks because they give me an uncomfortable anxiety.",-50,"week","0","0","uncontrollable","active"
251,"pdqk6hs9e4","asp_judg","std","gen",0,"I try to avoid risks because I am a single parent.",-50,"NA","0","1","controllable","active"
252,"pdqk6hs9e4","asp_judg","std","gen",1,"I try not to take risks because I don't want to lose money on dumb mistakes.",-50,"day","0","0","controllable","active"
253,"pdqk6hs9e4","asp_judg","std","gen",2,"I try to avoid risks because I have seen what happens to others when they engage in risky behavior.",-50,"week","1","1","controllable","active"
254,"p876nerobm","asp_judg","std","gen",0,"risks must be assessed thoroughly before action is taken",-1,"day","0","0","controllable","active"
255,"p876nerobm","asp_judg","std","gen",1,"I will take risks when the expected outcome is greater than the loss",10,"week","0","0","controllable","active"
256,"p876nerobm","asp_judg","std","gen",2,"I avoid risk when the expected outcome is lesser than the effort put in",-4,"week","0","0","controllable","active"
257,"p6n96ubl38","asp_judg","std","gen",0,"I like to take risks if they deem safe, otherwise you don't get too far in life anymore.",39,"month","1","1","controllable","passive"
258,"p6n96ubl38","asp_judg","std","gen",1,"I do like risks because it shows you are willing to do more than thank just inside the box.",13,"year","1","1","controllable","passive"
259,"po6didsknl","asp_judg","std","gen",0,"I like stability.",-50,"year","0","0","controllable","active"
260,"po6didsknl","asp_judg","std","gen",1,"I try to have a set schedule.",-50,"week","0","1","controllable","active"
261,"po6didsknl","asp_judg","std","gen",2,"I don't like the unknown.",-50,"year","0","0","controllable","active"
262,"pl1gu9l8m3","asp_judg","std","gen",0,"I prefer to choose the safest route because I am highly alert of/concerned about bad things happening to me.",-41,"week","0","0","uncontrollable","NA"
263,"po6didsknl","asp_judg","std","gen",3,"I feel more secure going with something that is more stable",-50,"month","0","0","controllable","active"
264,"pl1gu9l8m3","asp_judg","std","gen",1,"I prefer not to take risks because I don't like the unpredictability of a situation like that.",-37,"week","0","0","uncontrollable","NA"
265,"po6didsknl","asp_judg","std","gen",4,"I like to prepare myself and know what's coming rather than go on the fly",-50,"month","0","1","controllable","active"
266,"pl1gu9l8m3","asp_judg","std","gen",2,"Sometimes I don't care enough about the issue at hand to feel inspired enough to take a risk on it.",-29,"week","0","0","NA","passive"
267,"po6didsknl","asp_judg","std","gen",5,"It feels safer for me not to take risks.",-40,"month","0","0","controllable","active"
268,"po6didsknl","asp_judg","std","gen",6,"I don't feel comfortable taking risks",-50,"month","0","1","controllable","active"
269,"po9c716m7i","asp_judg","std","gen",0,"to not get into trouble, to not lose money",-14,"less_reg","1","1","uncontrollable","passive"
270,"po9c716m7i","asp_judg","std","gen",1,"to not disappoint my family",13,"less_once","0","1","uncontrollable","active"
271,"pdliik9kne","asp_judg","std","gen",0,"I try to avoid taking risks that are physically dangerous.",32,"year","1","1","controllable","active"
272,"pdliik9kne","asp_judg","std","gen",1,"I will take small risks in my financial matters to hopefully achieve success in retirement.",10,"year","0","1","uncontrollable","active"
273,"pdliik9kne","asp_judg","std","gen",2,"I try to avoid risks that will involve other people, especially friends or family.",-46,"NA","0","0","NA","NA"
274,"pdliik9kne","asp_judg","std","gen",3,"I will take small risks at gambling because I enjoy the games.",14,"less_reg","0","1","controllable","active"
275,"pdliik9kne","asp_judg","std","gen",4,"I try to avoid risks so that my life runs smoother.",-44,"NA","1","0","NA","NA"
276,"p95594cp0p","asp_judg","std","gen",0,"Taking risks is fun because it can be exciting.",41,"week","0","1","controllable","active"
277,"p95594cp0p","asp_judg","std","gen",1,"Taking risks usually carries a higher reward or outcome.",50,"week","0","1","controllable","active"
278,"p95594cp0p","asp_judg","std","gen",2,"Taking risks makes life a little more fun.",40,"week","0","1","uncontrollable","passive"
279,"p95594cp0p","asp_judg","std","gen",3,"Risk is part of the game if you want to be successful.",34,"week","0","1","uncontrollable","active"
280,"pp6jirdmle","asp_judg","std","gen",0,"Because it can be profitable",47,"year","0","0","controllable","active"
281,"pel92bgn51","asp_judg","std","gen",0,"I have a family",-44,"day","1","1","uncontrollable","active"
282,"pel92bgn51","asp_judg","std","gen",1,"I want to keep my children safe",-50,"day","1","1","uncontrollable","active"
283,"pel92bgn51","asp_judg","std","gen",2,"I like to live a comfortable life",-31,"month","0","0","uncontrollable","passive"
284,"pel92bgn51","asp_judg","std","gen",3,"I fear sudden change",-50,"month","0","0","uncontrollable","passive"
285,"pk1i57og54","asp_judg","std","gen",0,"I avoid taking risks as risks don't tend to work out.",-46,"NA","0","1","uncontrollable","active"
286,"pk1i57og54","asp_judg","std","gen",1,"I avoid risks as sure things are easier to plan around and for.",-50,"week","0","NA","controllable","NA"
287,"p2cuoibpid","asp_judg","std","gen",0,"I don't want to get into trouble",-26,"month","0","1","uncontrollable","passive"
288,"pk1i57og54","asp_judg","std","gen",2,"I avoid taking risks just because I don't particularly like risks in general.",-39,"NA","0","NA","NA","NA"
289,"p2cuoibpid","asp_judg","std","gen",1,"Risks are dangerous",-26,"year","0","0","controllable","active"
290,"p2cuoibpid","asp_judg","std","gen",2,"There are lots of things to consider",-2,"month","0","0","controllable","active"
291,"pe142cqfak","asp_judg","std","gen",0,"I avoid taking risk because I don't like to lose.",-26,"week","1","1","controllable","active"
292,"pe142cqfak","asp_judg","std","gen",1,"I avoid taking risk because I like to be in the know.",-41,"week","1","1","controllable","active"
293,"pe142cqfak","asp_judg","std","gen",2,"I avoid taking risk because I am a caution person.",-36,"day","0","0","controllable","active"
294,"php3113cce","asp_judg","std","gen",0,"I generally avoid taking risks because I prefer certainty over the unknown.",-35,"NA","0","0","NA","NA"
295,"php3113cce","asp_judg","std","gen",1,"I generally avoid taking risks because I do not have the money to risk losing.",-32,"day","0","0","uncontrollable","passive"
296,"php3113cce","asp_judg","std","gen",2,"I generally avoid taking risks because I do not have the time to waste.",-11,"day","0","0","uncontrollable","passive"
297,"p0g53tkf8o","asp_judg","std","gen",0,"Yes, I would take risks only IF I run through multiple scenarios of the outcome and decide that the risk would be better than being safe.",34,"month","0","1","controllable","active"
298,"prvfvtbati","asp_judg","std","gen",0,"risk without generous reward is a waste of time",-28,"NA","0","0","controllable","passive"
299,"prvfvtbati","asp_judg","std","gen",1,"there is no reason to do something risky if there is no reward",-25,"NA","0","0","controllable","passive"
300,"prvfvtbati","asp_judg","std","gen",2,"there is sometime a better way to get similar reward without having to take risk",NULL,NULL,NULL,NULL,NULL,NULL
301,"prvfvtbati","asp_judg","std","gen",3,"risk mean there is a chance there is no reward, and even potential loss",NULL,NULL,NULL,NULL,NULL,NULL
302,"po59r3bl5f","asp_judg","std","gen",0,"I try to avoid worry, taking risk causes worry.",-25,"NA","0","1","controllable","active"
303,"prvfvtbati","asp_judg","std","gen",4,"why put yourself in position that you can lose",NULL,NULL,NULL,NULL,NULL,NULL
304,"prvfvtbati","asp_judg","std","gen",5,"sometime risk means substantial reward",NULL,NULL,NULL,NULL,NULL,NULL
305,"po59r3bl5f","asp_judg","std","gen",1,"I prefer to stay with the known rather than the unknown.",-43,"day","0","1","controllable","active"
306,"po59r3bl5f","asp_judg","std","gen",2,"I've been \"burned\" and lost money making investments that didn't resolve to my benefit.",-35,"NA","0","1","uncontrollable","active"
307,"po59r3bl5f","asp_judg","std","gen",3,"I lose sleep when I'm doing risky things.",-23,"week","0","1","uncontrollable","passive"
308,"pss5736g4h","asp_judg","std","gen",0,"I typically like taking risk as you usually  reap better rewards from risks. ",50,"week","0","1","controllable","active"
309,"pss5736g4h","asp_judg","std","gen",1,"Taking risks forces me to better myself.",50,"day","0","1","controllable","active"
310,"pss5736g4h","asp_judg","std","gen",2,"Taking risks helps me to learn quicker. ",50,"week","0","1","controllable","active"
311,"pss5736g4h","asp_judg","std","gen",3,"I enjoy the thrill of taking risks. ",50,"week","0","0","controllable","active"
312,"pss5736g4h","asp_judg","std","gen",4,"I respect my rewards better if I feel I risked something for them. ",50,"week","0","1","controllable","active"
313,"pn1lf5g7qc","asp_judg","std","gen",0,"I tend to avoid taking risks because I feel like my station (where I stand socio-economically) in life is weak.",-46,"month","1","0","controllable","active"
314,"pn1lf5g7qc","asp_judg","std","gen",1,"Another reason why I tend to avoid taking risks is because I have taken risks in the past and things have not gone all that well for me.",-48,"year","0","1","uncontrollable","active"
315,"pn1lf5g7qc","asp_judg","std","gen",2,"A third reason why I tend to avoid taking risks is because success is rare, and I want to pursue something that I know will succeed.",-44,"less_once","1","1","uncontrollable","active"
316,"pn1lf5g7qc","asp_judg","std","gen",3,"A fourth reason why I tend to avoid risks is because I am no longer young and with increasing age, it gets harder to recover from risks gone bad.",-27,"NA","0","0","uncontrollable","NA"
317,"pn1lf5g7qc","asp_judg","std","gen",4,"Another reason why I tend to avoid risks is because I feel that the world has become a much more complicated place and it is much much harder to understand all the variables involved in a risk.",-26,"month","NA","0","controllable","active"
318,"pokc96mq5l","asp_judg","std","gen",0,"I avoid risks because I fear failure.",-44,"week","0","0","controllable","active"
319,"pokc96mq5l","asp_judg","std","gen",1,"I don't like playing against the odds.",-39,"day","0","0","uncontrollable","passive"
320,"pokc96mq5l","asp_judg","std","gen",2,"I am a calculated person.",-26,"day","0","1","controllable","passive"
321,"pokc96mq5l","asp_judg","std","gen",3,"I overthink things.",-42,"day","0","1","uncontrollable","active"
322,"pd3dvjq6g7","asp_judg","std","gen",0,"I am willing to because you never know until you try.",50,"month","0","1","controllable","active"
323,"pd3dvjq6g7","asp_judg","std","gen",1,"I am willing to because I do not want to look back and wonder what would have happened if I had tried.",50,"month","0","1","controllable","active"
324,"pd3dvjq6g7","asp_judg","std","gen",2,"I am willing to because I need to take risks in order to find successes.",50,"month","0","1","controllable","active"
325,"p7fh2ooref","asp_judg","std","gen",0,"I consider myself a low-risk taker, but I have taken dangerous financial risks before in order to try and maximize my return",24,"less_reg","0","1","uncontrollable","active"
326,"p7fh2ooref","asp_judg","std","gen",1,"I take risks in order to get a bigger return on investment hopefully",42,"less_reg","0","1","uncontrollable","active"
327,"p7fh2ooref","asp_judg","std","gen",2,"I take risks because I'm not from wealth and need more money",40,"less_once","0","1","uncontrollable","active"
328,"p7fh2ooref","asp_judg","std","gen",3,"I take risks because I want to help my mother financially",36,"less_once","0","1","uncontrollable","active"
329,"p17frg3toe","asp_judg","std","gen",0,"The excitement from risk taking.",50,"week","0","0","controllable","active"
330,"p7fh2ooref","asp_judg","std","gen",4,"I take risks because it's hard to get anywhere if one doesn't",43,"less_reg","0","1","controllable","active"
331,"p17frg3toe","asp_judg","std","gen",1,"Never knowing what will happen until you try.",45,"month","0","0","controllable","active"
332,"p7fh2ooref","asp_judg","std","gen",5,"I take risks because I want to pay off my home",39,"less_reg","0","1","uncontrollable","active"
333,"p17frg3toe","asp_judg","std","gen",2,"Knowing that I want to do it but the fear is there so I push through it.",26,"month","0","1","controllable","active"
334,"p7fh2ooref","asp_judg","std","gen",6,"I avoid risks because I don't have the money to lose",-46,"month","0","1","controllable","active"
335,"p7fh2ooref","asp_judg","std","gen",7,"I avoid risks because it seems foolhardy to take speculative risks",-42,"year","0","1","controllable","active"
336,"p7fh2ooref","asp_judg","std","gen",8,"I avoid risks because I consider myself practical more than a risk-taker",-41,"day","0","1","controllable","active"
337,"p5po8b0u17","asp_judg","std","gen",0,"I take financial gambles.",46,"day","0","1","uncontrollable","active"
338,"p5po8b0u17","asp_judg","std","gen",1,"I love to gamble.",41,"week","0","1","uncontrollable","active"
339,"p5po8b0u17","asp_judg","std","gen",2,"i enjoy risky sports.",34,"year","0","1","controllable","active"
340,"pv3l4i7h97","asp_judg","std","gen",0,"I avoid risks because I am conservative.",-40,"day","0","0","controllable","active"
341,"pv3l4i7h97","asp_judg","std","gen",1,"I am not willing to take risks because I want to play it safe.",-45,"day","0","0","controllable","active"
342,"pv3l4i7h97","asp_judg","std","gen",2,"I want to avoid taking risks because I want to live a comfortable life.",-38,"day","0","1","controllable","active"
343,"pmchgjmkej","asp_judg","std","gen",0,"risk taking is necessary for growth",10,"week","0","0","controllable","active"
344,"pmchgjmkej","asp_judg","std","gen",1,"there's a difference between dumb risk and smart risks",13,"week","0","0","controllable","active"
345,"p7s0qv9m0d","asp_judg","std","gen",0,"I am willing to invest my money speculatively in order to make a better return.",27,"month","0","1","uncontrollable","active"
346,"p7s0qv9m0d","asp_judg","std","gen",1,"I tend to be a little conservative with my career choices, preferring safer jobs with more stability.",-28,"day","0","1","controllable","active"
347,"pfun3j6ut0","asp_judg","std","gen",0,"Because I consider myself to be unlucky",-31,"day","0","1","uncontrollable","passive"
348,"pfun3j6ut0","asp_judg","std","gen",1,"Because I prefer the safe and sure route",-23,"week","0","0","controllable","active"
349,"pfun3j6ut0","asp_judg","std","gen",2,"Because dealing with the result of the bad outcome can be a real pain",-34,"month","0","0","controllable","active"
350,"pfun3j6ut0","asp_judg","std","gen",3,"Because I don't want bad things to happen",-50,"month","0","0","controllable","active"
351,"ptqu4ourub","asp_judg","std","gen",0,"I like to drink even though it's a risk to my health.  I also like to gamble on the ponies though it's a risk to my bank account.",-50,"day","0","1","uncontrollable","active"
352,"pr1tt4np6b","asp_judg","std","gen",0,"I don't take risks because I don't want to waste time and money and effort",-50,"week","0","1","uncontrollable","passive"
353,"pr1tt4np6b","asp_judg","std","gen",1,"I don't have money",-50,"day","1","1","uncontrollable","active"
354,"pr1tt4np6b","asp_judg","std","gen",2,"I have seen many people fail",-50,"year","1","1","uncontrollable","passive"
355,"pr1tt4np6b","asp_judg","std","gen",3,"the world is a negative place and people will try to destroy your dreams",-48,"day","1","1","uncontrollable","passive"
356,"p62e2ukh8m","asp_judg","std","gen",0,"No, I generally like to plan before I try anything",-36,"day","0","0","controllable","passive"
357,"p62e2ukh8m","asp_judg","std","gen",1,"I like keeping my feet on the ground.",-40,"week","NA","0","controllable","passive"
358,"pc10skk9at","asp_judg","std","gen",0,"I have too many responsibilities to take risks, too many people depend on me, I have 3  dogs I have to take care of",NULL,NULL,NULL,NULL,NULL,NULL
359,"pohc5dnk6g","asp_judg","std","gen",0,"i take risk becuase they could pay off big time.",34,"day","1","1","controllable","active"
360,"pohc5dnk6g","asp_judg","std","gen",1,"i take risk becuase without risk there is no reward",35,"day","1","1","controllable","active"
361,"pi2gguep6a","asp_judg","std","gen",0,"I am no longer a person who is willing to take risks.  At age 70 I avoid taking risks; at age 20 I was quite daring!",-50,"NA","0","1","controllable","passive"
362,"pi2gguep6a","asp_judg","std","gen",1,"I have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age.",-50,"day","0","1","controllable","active"
363,"pi2gguep6a","asp_judg","std","gen",2,"I am the caretaker for an adult child with a genetic disorder so everything I do is predicated with that fact.    ",-50,"day","NA","1","controllable","active"
364,"p8j43n1q2e","asp_judg","std","gen",0,"I worry about my personal safety",-38,"less_reg","0","1","uncontrollable","active"
365,"p8j43n1q2e","asp_judg","std","gen",1,"I worry about my financial security",-42,"less_reg","0","1","uncontrollable","active"
366,"p8j43n1q2e","asp_judg","std","gen",2,"I worry about the safety of my friends and family",-28,"less_once","0","0","uncontrollable","passive"
367,"p8j43n1q2e","asp_judg","std","gen",3,"I worry about being embarrassed",-38,"less_reg","1","1","uncontrollable","active"
368,"pilgv71l13","asp_judg","std","gen",0,"I like to gamble",34,"month","0","1","controllable","active"
369,"pilgv71l13","asp_judg","std","gen",1,"I will invest in the stock market",13,"year","0","1","uncontrollable","active"
370,"pilgv71l13","asp_judg","std","gen",2,"I can be overly cautious in other areas",-25,"week","0","1","controllable","active"
371,"p2rebuo7c3","asp_judg","std","gen",0,"Like a challenge",21,"day","0","1","NA","active"
372,"p2rebuo7c3","asp_judg","std","gen",1,"Like to try different things",30,"day","0","1","controllable","active"
373,"p2rebuo7c3","asp_judg","std","gen",2,"Without risks there are no rewards",50,"day","NA","NA","controllable","active"
374,"p2rebuo7c3","asp_judg","std","gen",3,"scared money makes no money when taking risks",40,"day","NA","1","NA","active"
375,"pieg7b7s35","asp_judg","std","gen",0,"Taking risks could mean greater rewards",15,"less_once","0","0","uncontrollable","passive"
376,"pieg7b7s35","asp_judg","std","gen",1,"Taking risks means that you could lose something, and I like to avoid loss",-40,"less_once","0","1","uncontrollable","active"
377,"pieg7b7s35","asp_judg","std","gen",2,"In the past I have had to take risks in order to advance my career",33,"less_reg","0","1","uncontrollable","active"
378,"pieg7b7s35","asp_judg","std","gen",3,"I generally get more consistent rewards if I play it safe and don't take risks",-26,"less_reg","0","1","uncontrollable","passive"
379,"pjkmi6p483","asp_judg","std","gen",0,"I'm willing to take risk considering the reward",17,"week","0","1","controllable","active"
380,"pae1oh4880","asp_judg","std","gen",0,"I try to avoid risks because I'm nervous about possible negative consequences.",-50,"week","0","0","uncontrollable","passive"
381,"pt8dna484n","asp_judg","std","gen",0,"yes - I like to take a calculated risk every now and again",22,"month","0","0","controllable","active"
382,"pt8dna484n","asp_judg","std","gen",1,"sometimes I don't think taking a risk is worth it",-27,"month","0","0","controllable","passive"
383,"pt8dna484n","asp_judg","std","gen",2,"I don't like to take risks just for the sake of taking risks",-16,"NA","0","0","controllable","passive"
384,"pt8dna484n","asp_judg","std","gen",3,"I like to take risks if I think the outcome is worth the potential loss",21,"month","0","0","controllable","active"
385,"pa0ckrqnqp","asp_judg","std","gen",0,"The outcome may not be desired.",-29,"month","1","1","uncontrollable","passive"
386,"pa0ckrqnqp","asp_judg","std","gen",1,"I might lose a lot in the process.",-43,"week","1","1","uncontrollable","active"
387,"pa0ckrqnqp","asp_judg","std","gen",2,"I am unwilling to sacrifice anything.",-24,"week","1","0","uncontrollable","passive"
388,"pa0ckrqnqp","asp_judg","std","gen",3,"I want a guaranteed future.",-30,"week","1","1","controllable","active"
389,"paah0tgdb0","asp_judg","std","gen",0,"I do not like getting hurt.",-16,"less_once","0","1","controllable","active"
390,"paah0tgdb0","asp_judg","std","gen",1,"I like to to calculate my decisions and not act on a whim.",-35,"week","0","1","controllable","active"
391,"paah0tgdb0","asp_judg","std","gen",2,"I do not like to experience fear.",-40,"week","0","1","controllable","active"
392,"paah0tgdb0","asp_judg","std","gen",3,"I have experienced better results when avoiding risk.",-43,"month","0","1","controllable","active"
393,"paah0tgdb0","asp_judg","std","gen",4,"There are few times taking risk is warranted.",-30,"month","0","1","controllable","active"
394,"p76482i33p","asp_judg","std","gen",0,"I try to avoid taking risks because I would rather miss out on something good than have something bad happen.",-43,"NA","0","0","uncontrollable","passive"
395,"p76482i33p","asp_judg","std","gen",1,"I do not like taking risks because they could have negative ramifications on people other than myself.",-45,"NA","0","0","uncontrollable","passive"
396,"p76482i33p","asp_judg","std","gen",2,"I feel that it is smarter to play things safe than to take risks, and I do not want to be the person foolishly rushing in to a bad situation.",-27,"NA","1","0","controllable","passive"
397,"p01n5qi2cl","asp_judg","std","gen",0,"Personal Experiences. I try to think of my own personal experiences and how much I avoid risks generally.",-46,"month","0","0","controllable","active"
398,"p01n5qi2cl","asp_judg","std","gen",1,"Physical Danger. If the risks have personal physical danger then I usually avoid them. ",-45,"month","0","0","controllable","active"
399,"p01n5qi2cl","asp_judg","std","gen",2,"Safety. I try to think about how much I like to be safe and not takes risks generally at all because I'm too scared. ",-45,"year","0","0","controllable","active"
400,"ptiaaae9ud","asp_judg","std","gen",0,"I avoid taking risks because I don't like uncertainty.",-49,"month","0","0","uncontrollable","passive"
401,"ptiaaae9ud","asp_judg","std","gen",1,"I avoid taking risks because I get anxious of risks.",-50,"week","0","0","uncontrollable","passive"
402,"ptiaaae9ud","asp_judg","std","gen",2,"I avoid taking risks because risks can lead to failure.",-50,"year","0","0","uncontrollable","passive"
403,"ptiaaae9ud","asp_judg","std","gen",3,"I avoid taking risks because risks can lead to loss of money.",-50,"less_reg","0","0","controllable","passive"
404,"p3dcqbv326","asp_judg","std","gen",0,"I don’t take chances. I don’t like change .I don’t like not knowing what is going to happen.  ",38,"week","0","1","uncontrollable","passive"
405,"p3dcqbv326","asp_judg","std","gen",1,"I am a easy going person and don’t want to change my life. ",-38,"day","1","1","uncontrollable","passive"
406,"p8178lhu71","asp_judg","std","gen",0,"I have always taken the safe route",-50,"month","0","1","controllable","active"
407,"p8178lhu71","asp_judg","std","gen",1,"I'm scared to take a risk",-46,"month","0","0","controllable","active"
408,"p8178lhu71","asp_judg","std","gen",2,"I don't like failure",-50,"month","0","1","controllable","passive"
409,"pmrojsjeh0","asp_judg","std","gen",0,"I like to make sure I am safe.",-50,"day","0","0","controllable","active"
410,"pmrojsjeh0","asp_judg","std","gen",1,"I think things through logically and thoroughly. ",-50,"day","0","0","controllable","active"
411,"pmrojsjeh0","asp_judg","std","gen",2,"I worry a lot.",-50,"day","0","1","uncontrollable","passive"
412,"pmrojsjeh0","asp_judg","std","gen",3,"I am afraid of failing.",-50,"month","0","0","uncontrollable","passive"
413,"p74ntiluak","asp_judg","std","gen",0,"I typically try to avoid risks for my own personal safety.",-42,"NA","0","0","NA","active"
414,"p74ntiluak","asp_judg","std","gen",1,"I typically try to avoid risks to keep my family safe.",-40,"NA","1","0","NA","active"
415,"pktvbaqfgq","asp_judg","std","gen",0,"I do not like to lose",-50,"day","1","1","controllable","active"
416,"pktvbaqfgq","asp_judg","std","gen",1,"I rather be safe than sorry",-40,"week","0","1","controllable","active"
417,"pktvbaqfgq","asp_judg","std","gen",2,"I do not like to gamble",-44,"month","0","1","controllable","active"
418,"pktvbaqfgq","asp_judg","std","gen",3,"I worry too much and causes me stress",-50,"day","0","1","uncontrollable","passive"
419,"pkqk16c93v","asp_judg","std","gen",0,"I try to avoid taking risk mostly because I am more comfortable with a sure thing",-48,"NA","0","0","uncontrollable","passive"
420,"pkqk16c93v","asp_judg","std","gen",1,"Risk gives me a lot of anxiety so i avoid it.",-50,"day","0","1","uncontrollable","passive"
421,"pkqk16c93v","asp_judg","std","gen",2,"I am the type of person who likes to know what is coming so that i can prepare for it so i do not take many risks",-50,"day","NA","0","controllable","active"
422,"ps98rq7foh","asp_judg","std","gen",0,"I try to avoid risks so I dont lose anything. ",-25,"month","1","0","controllable","active"
423,"ps98rq7foh","asp_judg","std","gen",1,"I work hard for what I have, so I dont want to risk losing it",-48,"month","0","0","controllable","active"
424,"pojroad8av","asp_judg","std","gen",0,"I am not a  person to take risks.",-50,"NA","0","0","NA","NA"
425,"ppq4ehuvoi","asp_judg","std","gen",0,"I am not typically a person who takes risks because of the possibility of failure and losing. ",-47,"month","0","1","uncontrollable","active"
426,"ppq4ehuvoi","asp_judg","std","gen",1,"I like being able to know for certain a particular outcome and by taking risks I do not have full control. ",-45,"month","0","1","uncontrollable","active"
427,"ppq4ehuvoi","asp_judg","std","gen",2,"I try to avoid taking big risks because sometimes they don't always pay off in the long run. ",-48,"month","0","1","uncontrollable","active"
428,"ppq4ehuvoi","asp_judg","std","gen",3,"I avoid taking risks because it causes less stress and anxiety. ",-47,"less_once","0","1","uncontrollable","active"
429,"ppq4ehuvoi","asp_judg","std","gen",4,"I avoid taking risks because it makes me feel more secure. ",-47,"month","0","1","controllable","active"
430,"ppq4ehuvoi","asp_judg","std","gen",5,"I avoid taking risks because the result may or may not be in my favor. ",-42,"less_once","0","1","uncontrollable","active"
431,"pt4ok81osa","asp_judg","std","gen",0,"No I want to be safe in all areas of my life",-50,"less_once","0","0","controllable","passive"
432,"ppq4ehuvoi","asp_judg","std","gen",6,"I avoid taking risks because their may be a negative result. ",-40,"less_once","0","1","uncontrollable","active"
433,"pheqv1o4bi","asp_judg","std","gen",0,"I like to take risks but I like to limit my risk.",-22,"month","0","0","controllable","active"
434,"p75s2qi84c","asp_judg","std","gen",0,"I tend to not take risks because of danger.",-50,"month","0","0","controllable","active"
435,"p75s2qi84c","asp_judg","std","gen",1,"I do not like to take risks because they can cost money.",-50,"month","0","0","controllable","active"
436,"pheqv1o4bi","asp_judg","std","gen",1,"Taking risks is exciting and I sometimes don't think of the ramifications of taking that risk.",34,"month","0","0","controllable","active"
