id,"ratid",id_aspects,rating
3157,"rtn6ake5sp",3237,1
3158,"rtn6ake5sp",3149,3
3159,"rtn6ake5sp",3258,1
3160,"rtn6ake5sp",3223,2
3161,"rtn6ake5sp",3204,2
3162,"rtn6ake5sp",3076,4
3163,"rtn6ake5sp",3219,5
3164,"rtn6ake5sp",3110,4
3165,"rtn6ake5sp",3143,5
3166,"rtn6ake5sp",3230,0
3167,"rtn6ake5sp",3206,5
3168,"rtn6ake5sp",3095,1
3169,"rtn6ake5sp",3140,3
3170,"rtn6ake5sp",3127,4
3171,"rtn6ake5sp",3173,4
3172,"rtn6ake5sp",3247,5
3173,"rtn6ake5sp",3177,5
3174,"rtn6ake5sp",3239,3
3175,"rtn6ake5sp",3111,3
3176,"rtn6ake5sp",3108,2
3177,"rtn6ake5sp",3226,2
3178,"rtn6ake5sp",3200,0
3179,"rtn6ake5sp",3092,2
3180,"rtn6ake5sp",3209,5
3181,"rtn6ake5sp",3113,4
3182,"rtn6ake5sp",3146,0
3183,"rtn6ake5sp",3134,5
3184,"rtn6ake5sp",3163,3
3185,"rtn6ake5sp",3190,0
3186,"rtn6ake5sp",3194,5
3187,"rtn6ake5sp",3243,3
3188,"rtn6ake5sp",3185,0
3189,"rtn6ake5sp",3147,1
3190,"rtn6ake5sp",3084,2
3191,"rtn6ake5sp",3217,1
3192,"rtn6ake5sp",3064,3
3193,"rtn6ake5sp",3131,2
3194,"rtn6ake5sp",3170,3
3195,"rtn6ake5sp",3089,3
3196,"rtn6ake5sp",3182,3
3197,"rtn6ake5sp",3138,2
3198,"rtn6ake5sp",3085,2
3199,"rtn6ake5sp",3141,1
3200,"rtn6ake5sp",3105,3
3201,"rtn6ake5sp",3172,4
3202,"rtn6ake5sp",3162,4
3203,"rtn6ake5sp",3079,3
3204,"rtn6ake5sp",3250,1
3205,"rtn6ake5sp",3142,0
3206,"rtn6ake5sp",3196,2
3207,"rtn6ake5sp",3074,3
3208,"rmv4tqfvr9",332,2
3209,"rmv4tqfvr9",275,2
3210,"rmv4tqfvr9",359,3
3211,"rmv4tqfvr9",348,2
3212,"rmv4tqfvr9",366,1
3213,"rmv4tqfvr9",257,4
3214,"rmv4tqfvr9",215,1
3215,"rmv4tqfvr9",395,2
3216,"rmv4tqfvr9",306,3
3217,"rmv4tqfvr9",260,3
3218,"rmv4tqfvr9",276,3
3219,"rmv4tqfvr9",236,1
3220,"rmv4tqfvr9",382,2
3221,"rmv4tqfvr9",302,3
3222,"rmv4tqfvr9",273,2
3223,"rmv4tqfvr9",268,2
3224,"rmv4tqfvr9",334,3
3225,"rmv4tqfvr9",381,4
3226,"rmv4tqfvr9",370,1
3227,"rmv4tqfvr9",379,3
3228,"rmv4tqfvr9",255,3
3229,"rmv4tqfvr9",391,2
3230,"rmv4tqfvr9",344,4
3231,"rmv4tqfvr9",290,3
3232,"rmv4tqfvr9",384,3
3233,"rmv4tqfvr9",358,3
3234,"rmv4tqfvr9",363,3
3235,"rmv4tqfvr9",331,4
3236,"rmv4tqfvr9",219,1
3237,"rmv4tqfvr9",272,3
3238,"rmv4tqfvr9",375,2
3239,"rmv4tqfvr9",227,2
3240,"rmv4tqfvr9",287,3
3241,"rmv4tqfvr9",269,3
3242,"rmv4tqfvr9",230,1
3243,"rmv4tqfvr9",349,2
3244,"rmv4tqfvr9",383,3
3245,"rmv4tqfvr9",256,3
3246,"rmv4tqfvr9",336,3
3247,"rmv4tqfvr9",387,1
3248,"rmv4tqfvr9",238,3
3249,"rmv4tqfvr9",402,2
3250,"rmv4tqfvr9",373,1
3251,"rmv4tqfvr9",251,2
3252,"rmv4tqfvr9",232,2
3253,"rmv4tqfvr9",245,1
3254,"rmv4tqfvr9",240,2
3255,"rmv4tqfvr9",361,3
3256,"rmv4tqfvr9",311,3
3257,"rmv4tqfvr9",337,3
3258,"rmv4tqfvr9",304,3
3259,"rmv4tqfvr9",234,3
3260,"rmv4tqfvr9",365,1
3261,"rmv4tqfvr9",235,2
3262,"rmv4tqfvr9",341,4
3263,"rmv4tqfvr9",362,3
3264,"rmv4tqfvr9",211,3
3265,"rmv4tqfvr9",406,2
3266,"rmv4tqfvr9",258,4
3267,"rmv4tqfvr9",265,2
3268,"rmv4tqfvr9",327,3
3269,"rmv4tqfvr9",409,1
3270,"rmv4tqfvr9",352,1
3271,"rmv4tqfvr9",206,3
3272,"rmv4tqfvr9",338,3
3273,"rmv4tqfvr9",266,3
3274,"rmv4tqfvr9",249,1
3275,"rmv4tqfvr9",329,3
3276,"rmv4tqfvr9",333,3
3277,"rmv4tqfvr9",377,2
3278,"rmv4tqfvr9",389,2
3279,"rmv4tqfvr9",282,3
3280,"rmv4tqfvr9",242,3
3281,"rmv4tqfvr9",364,2
3282,"rmv4tqfvr9",367,3
3283,"rhkqhug3uv",2085,0
3284,"rhkqhug3uv",2170,5
3285,"rhkqhug3uv",2056,1
3286,"rhkqhug3uv",2236,0
3287,"rhkqhug3uv",2172,4
3288,"rhkqhug3uv",2077,4
3289,"rhkqhug3uv",2091,0
3290,"rhkqhug3uv",2145,3
3291,"rhkqhug3uv",2160,0
3292,"rhkqhug3uv",2194,5
3293,"rhkqhug3uv",2042,0
3294,"rhkqhug3uv",2244,0
3295,"rhkqhug3uv",2214,0
3296,"rhkqhug3uv",2049,0
3297,"rhkqhug3uv",2163,0
3298,"rhkqhug3uv",2164,5
3299,"rhkqhug3uv",2136,4
3300,"rhkqhug3uv",2200,1
3301,"rhkqhug3uv",2187,1
3302,"rhkqhug3uv",2210,0
3303,"rhkqhug3uv",2182,4
3304,"rhkqhug3uv",2196,4
3305,"rhkqhug3uv",2188,4
3306,"rhkqhug3uv",2237,0
3307,"rhkqhug3uv",2097,4
3308,"rhkqhug3uv",2186,1
3309,"rhkqhug3uv",2109,5
3310,"rhkqhug3uv",2143,3
3311,"rhkqhug3uv",2112,2
3312,"rhkqhug3uv",2079,3
3313,"rhkqhug3uv",2062,4
3314,"rhkqhug3uv",2086,1
3315,"rhkqhug3uv",2135,3
3316,"rhkqhug3uv",2199,5
3317,"rhkqhug3uv",2216,0
3318,"rhkqhug3uv",2147,5
3319,"rhkqhug3uv",2144,5
3320,"rhkqhug3uv",2065,2
3321,"rhkqhug3uv",2168,0
3322,"rhkqhug3uv",2219,0
3323,"rhkqhug3uv",2173,5
3324,"rhkqhug3uv",2090,1
3325,"rhkqhug3uv",2223,0
3326,"rhkqhug3uv",2232,4
3327,"rhkqhug3uv",2198,0
3328,"rhkqhug3uv",2215,0
3329,"rhkqhug3uv",2138,4
3330,"rhkqhug3uv",2114,0
3331,"rhkqhug3uv",2058,0
3332,"rhkqhug3uv",2124,3
3333,"rhkqhug3uv",2229,1
3334,"rhkqhug3uv",2055,0
3335,"rhkqhug3uv",2235,1
3336,"rhkqhug3uv",2082,2
3337,"rhkqhug3uv",2111,5
3338,"rhkqhug3uv",2221,4
3339,"rhkqhug3uv",2204,0
3340,"rhkqhug3uv",2100,1
3341,"rhkqhug3uv",2226,0
3342,"rhkqhug3uv",2121,0
3343,"rhkqhug3uv",2166,4
3344,"rhkqhug3uv",2060,1
3345,"rhkqhug3uv",2213,2
3346,"rhkqhug3uv",2224,0
3347,"rhkqhug3uv",2099,0
3348,"rhkqhug3uv",2153,3
3349,"rhkqhug3uv",2053,1
3350,"rhkqhug3uv",2207,0
3351,"rhkqhug3uv",2130,4
3352,"rhkqhug3uv",2083,0
3353,"rhkqhug3uv",2064,2
3354,"rhkqhug3uv",2051,0
3355,"rhkqhug3uv",2178,0
3356,"rhkqhug3uv",2158,0
3357,"rhkqhug3uv",2174,0
3358,"rhkqhug3uv",2133,5
3359,"rhkqhug3uv",2084,4
3360,"rhkqhug3uv",2171,0
3361,"rhkqhug3uv",2234,0
3362,"rhkqhug3uv",2227,0
3363,"rhkqhug3uv",2245,0
3364,"r12rqblbpp",685,3
3365,"r12rqblbpp",643,4
3366,"r12rqblbpp",694,2
3367,"r12rqblbpp",635,2
3368,"r12rqblbpp",711,1
3369,"r12rqblbpp",665,1
3370,"r12rqblbpp",682,3
3371,"r12rqblbpp",674,4
3372,"r12rqblbpp",636,3
3373,"r12rqblbpp",676,1
3374,"r12rqblbpp",680,4
3375,"r12rqblbpp",756,0
3376,"r12rqblbpp",745,5
3377,"r12rqblbpp",811,1
3378,"r12rqblbpp",614,3
3379,"r12rqblbpp",675,2
3380,"r12rqblbpp",660,2
3381,"r12rqblbpp",630,5
3382,"r12rqblbpp",620,2
3383,"r12rqblbpp",813,1
3384,"r12rqblbpp",740,3
3385,"r12rqblbpp",662,2
3386,"r12rqblbpp",677,4
3387,"r12rqblbpp",677,4
3388,"r12rqblbpp",785,3
3389,"r12rqblbpp",763,5
3390,"r12rqblbpp",784,2
3391,"r12rqblbpp",817,3
3392,"r12rqblbpp",750,3
3393,"r12rqblbpp",705,2
3394,"r12rqblbpp",634,2
3395,"r12rqblbpp",754,3
3396,"r12rqblbpp",793,1
3397,"r12rqblbpp",658,4
3398,"r12rqblbpp",649,1
3399,"r12rqblbpp",779,0
3400,"r12rqblbpp",797,1
3401,"r12rqblbpp",692,1
3402,"r12rqblbpp",667,2
3403,"r12rqblbpp",623,1
3404,"r12rqblbpp",709,4
3405,"r12rqblbpp",718,2
3406,"r12rqblbpp",678,4
3407,"r12rqblbpp",812,5
3408,"r12rqblbpp",666,2
3409,"r12rqblbpp",735,2
3410,"r12rqblbpp",664,2
3411,"r12rqblbpp",716,1
3412,"r12rqblbpp",803,1
3413,"r12rqblbpp",795,1
3414,"r12rqblbpp",719,2
3415,"r12rqblbpp",695,2
3416,"r12rqblbpp",628,2
3417,"r12rqblbpp",758,2
3418,"r12rqblbpp",747,1
3419,"r12rqblbpp",799,5
3420,"r12rqblbpp",730,1
3421,"r12rqblbpp",737,1
3422,"r12rqblbpp",679,2
3423,"r12rqblbpp",815,2
3424,"r12rqblbpp",772,1
3425,"r12rqblbpp",759,1
3426,"r12rqblbpp",775,1
3427,"r12rqblbpp",644,1
3428,"r12rqblbpp",729,1
3429,"r12rqblbpp",693,2
3430,"r12rqblbpp",640,2
3431,"r12rqblbpp",781,2
3432,"r12rqblbpp",618,1
3433,"r12rqblbpp",683,0
3434,"r12rqblbpp",698,1
3435,"r12rqblbpp",696,1
3436,"r12rqblbpp",788,2
3437,"r12rqblbpp",616,1
3438,"r12rqblbpp",736,4
3439,"r12rqblbpp",808,3
3440,"r12rqblbpp",714,3
3441,"r12rqblbpp",646,5
3442,"r12rqblbpp",800,4
3443,"r12rqblbpp",712,0
3444,"r12rqblbpp",697,1
3445,"r12rqblbpp",742,1
3446,"r12rqblbpp",652,2
3447,"r12rqblbpp",706,1
3448,"r12rqblbpp",789,1
3449,"r12rqblbpp",637,0
3450,"r12rqblbpp",778,2
3451,"r12rqblbpp",769,3
3452,"r12rqblbpp",617,1
3453,"r12rqblbpp",816,3
3454,"r12rqblbpp",624,0
3455,"r12rqblbpp",657,1
3456,"r12rqblbpp",734,2
3457,"r12rqblbpp",765,1
3458,"r12rqblbpp",807,3
3459,"r12rqblbpp",749,1
3460,"r12rqblbpp",805,1
3461,"r12rqblbpp",699,0
3462,"r12rqblbpp",814,1
3463,"r12rqblbpp",619,1
3464,"r12rqblbpp",741,4
3465,"r12rqblbpp",721,1
3466,"r12rqblbpp",804,2
3467,"r12rqblbpp",801,2
3468,"r12rqblbpp",717,1
3469,"r12rqblbpp",810,1
3470,"r12rqblbpp",773,0
3471,"r12rqblbpp",802,3
3472,"r12rqblbpp",738,1
3473,"r12rqblbpp",786,3
3474,"r12rqblbpp",744,3
3475,"r12rqblbpp",663,1
3476,"r12rqblbpp",767,1
3477,"r12rqblbpp",724,3
3478,"r12rqblbpp",752,1
3479,"r12rqblbpp",670,1
3480,"r12rqblbpp",739,5
3481,"r12rqblbpp",622,4
3482,"r12rqblbpp",766,1
3483,"r12rqblbpp",702,4
3484,"r12rqblbpp",787,0
3485,"r12rqblbpp",809,3
3486,"r12rqblbpp",641,1
3487,"r12rqblbpp",626,1
3488,"r12rqblbpp",671,1
3489,"r12rqblbpp",688,4
3490,"r12rqblbpp",743,1
3491,"r12rqblbpp",757,3
3492,"r12rqblbpp",669,3
3493,"r12rqblbpp",689,4
3494,"r12rqblbpp",673,3
3495,"r12rqblbpp",722,1
3496,"r12rqblbpp",753,2
3497,"r12rqblbpp",777,3
3498,"r12rqblbpp",648,1
3499,"r12rqblbpp",715,3
3500,"r12rqblbpp",790,4
3501,"r12rqblbpp",642,2
3502,"r12rqblbpp",633,1
3503,"r12rqblbpp",713,1
3504,"r12rqblbpp",645,1
3505,"r12rqblbpp",794,1
3506,"r12rqblbpp",681,0
3507,"r12rqblbpp",710,1
3508,"r12rqblbpp",639,1
3509,"r12rqblbpp",727,2
3510,"r12rqblbpp",672,3
3511,"r12rqblbpp",726,1
3512,"r12rqblbpp",661,1
3513,"r12rqblbpp",783,3
3514,"r12rqblbpp",782,4
3515,"r12rqblbpp",690,1
3516,"r12rqblbpp",798,2
3517,"r12rqblbpp",791,1
3518,"r12rqblbpp",668,2
3519,"r12rqblbpp",732,1
3520,"r12rqblbpp",764,3
3521,"r12rqblbpp",768,5
3522,"r12rqblbpp",655,4
3523,"r12rqblbpp",627,1
3524,"r12rqblbpp",771,1
3525,"r12rqblbpp",748,1
3526,"r12rqblbpp",659,3
3527,"r12rqblbpp",708,5
3528,"r12rqblbpp",731,2
3529,"r12rqblbpp",806,1
3530,"r12rqblbpp",774,3
3531,"r12rqblbpp",707,5
3532,"r12rqblbpp",701,0
3533,"r12rqblbpp",755,2
3534,"r12rqblbpp",762,1
3535,"r12rqblbpp",638,0
3536,"r12rqblbpp",632,2
3537,"r12rqblbpp",631,5
3538,"r12rqblbpp",687,4
3539,"r12rqblbpp",686,4
3540,"r12rqblbpp",650,1
3541,"r12rqblbpp",792,2
3542,"r12rqblbpp",751,1
3543,"r12rqblbpp",796,2
3544,"r12rqblbpp",651,1
3545,"r12rqblbpp",700,3
3546,"r12rqblbpp",647,0
3547,"r12rqblbpp",733,1
3548,"r12rqblbpp",654,2
3549,"r12rqblbpp",625,1
3550,"r12rqblbpp",629,1
3551,"r12rqblbpp",720,1
3552,"r12rqblbpp",691,3
3553,"r12rqblbpp",728,2
3554,"r12rqblbpp",615,3
3555,"r12rqblbpp",725,2
3556,"r12rqblbpp",746,1
3557,"r12rqblbpp",761,1
3558,"r12rqblbpp",621,1
3559,"r12rqblbpp",656,1
3560,"r12rqblbpp",776,2
3561,"r12rqblbpp",760,1
3562,"r12rqblbpp",780,0
3563,"r12rqblbpp",653,1
3564,"r12rqblbpp",770,4
3565,"r12rqblbpp",703,1
3566,"r12rqblbpp",723,1
3567,"r12rqblbpp",704,3
3568,"r12rqblbpp",684,3
3569,"rqebb48g5n",1478,4
3570,"rqebb48g5n",1516,0
3571,"rqebb48g5n",1572,4
3572,"rqebb48g5n",1538,1
3573,"rqebb48g5n",1452,4
3574,"rqebb48g5n",1553,5
3575,"rqebb48g5n",1555,0
3576,"rqebb48g5n",1548,1
3577,"rqebb48g5n",1457,4
3578,"rqebb48g5n",1455,4
3579,"rqebb48g5n",1434,3
3580,"rqebb48g5n",1552,0
3581,"rqebb48g5n",1550,4
3582,"rqebb48g5n",1576,2
3583,"rqebb48g5n",1509,1
3584,"rqebb48g5n",1528,2
3585,"rqebb48g5n",1588,1
3586,"rqebb48g5n",1624,0
3587,"rqebb48g5n",1450,5
3588,"rqebb48g5n",1447,5
3589,"rqebb48g5n",1605,2
3590,"rqebb48g5n",1566,3
3591,"rqebb48g5n",1514,3
3592,"rqebb48g5n",1558,1
3593,"rqebb48g5n",1480,4
3594,"rqebb48g5n",1523,0
3595,"rqebb48g5n",1464,5
3596,"rqebb48g5n",1470,3
3597,"rqebb48g5n",1542,5
3598,"rqebb48g5n",1586,3
3599,"rqebb48g5n",1611,0
3600,"rqebb48g5n",1597,3
3601,"rqebb48g5n",1584,3
3602,"rqebb48g5n",1621,1
3603,"rqebb48g5n",1532,0
3604,"rqebb48g5n",1625,0
3605,"rqebb48g5n",1471,0
3606,"rqebb48g5n",1617,1
3607,"rqebb48g5n",1562,0
3608,"rqebb48g5n",1451,0
3609,"rqebb48g5n",1445,4
3610,"rqebb48g5n",1565,0
3611,"rqebb48g5n",1433,4
3612,"rqebb48g5n",1612,2
3613,"rqebb48g5n",1443,4
3614,"rqebb48g5n",1487,5
3615,"rqebb48g5n",1594,0
3616,"rqebb48g5n",1459,4
3617,"rqebb48g5n",1446,4
3618,"rqebb48g5n",1482,3
3619,"rqebb48g5n",1596,0
3620,"rqebb48g5n",1618,2
3621,"rqebb48g5n",1442,4
3622,"rqebb48g5n",1564,0
3623,"rqebb48g5n",1557,4
3624,"rqebb48g5n",1622,0
3625,"rqebb48g5n",1633,0
3626,"rqebb48g5n",1475,0
3627,"rqebb48g5n",1543,3
3628,"rqebb48g5n",1465,5
3629,"rqebb48g5n",1628,3
3630,"rqebb48g5n",1561,1
3631,"rqebb48g5n",1629,3
3632,"rqebb48g5n",1615,4
3633,"rqebb48g5n",1511,4
3634,"rqebb48g5n",1503,3
3635,"rqebb48g5n",1574,3
3636,"rqebb48g5n",1545,2
3637,"rqebb48g5n",1630,3
3638,"rqebb48g5n",1537,1
3639,"rqebb48g5n",1556,3
3640,"rqebb48g5n",1505,0
3641,"rqebb48g5n",1519,3
3642,"rqebb48g5n",1469,5
3643,"rqebb48g5n",1554,4
3644,"rqebb48g5n",1567,5
3645,"rqebb48g5n",1498,3
3646,"rqebb48g5n",1512,0
3647,"rqebb48g5n",1593,0
3648,"rqebb48g5n",1517,4
3649,"rqebb48g5n",1529,4
3650,"rqebb48g5n",1488,5
3651,"rqebb48g5n",1461,5
3652,"rqebb48g5n",1508,2
3653,"rqebb48g5n",1582,0
3654,"rqebb48g5n",1587,0
3655,"rqebb48g5n",1441,3
3656,"rqebb48g5n",1495,4
3657,"rqebb48g5n",1595,0
3658,"rqebb48g5n",1497,0
3659,"rqebb48g5n",1604,0
3660,"rqebb48g5n",1448,5
3661,"rqebb48g5n",1468,4
3662,"rqebb48g5n",1476,0
3663,"rqebb48g5n",1526,3
3664,"rqebb48g5n",1540,2
3665,"rqebb48g5n",1533,1
3666,"rqebb48g5n",1444,1
3667,"rqebb48g5n",1570,2
3668,"rqebb48g5n",1481,3
3669,"rqebb48g5n",1506,0
3670,"rqebb48g5n",1432,1
3671,"rqebb48g5n",1616,0
3672,"rqebb48g5n",1507,2
3673,"rqebb48g5n",1492,3
3674,"rqebb48g5n",1479,2
3675,"rqebb48g5n",1483,0
3676,"rqebb48g5n",1631,1
3677,"rqebb48g5n",1486,3
3678,"rqebb48g5n",1527,5
3679,"rqebb48g5n",1592,0
3680,"rqebb48g5n",1563,5
3681,"rqebb48g5n",1494,3
3682,"rqebb48g5n",1573,2
3683,"rqebb48g5n",1551,4
3684,"rqebb48g5n",1583,0
3685,"rqebb48g5n",1474,4
3686,"rqebb48g5n",1500,5
3687,"rqebb48g5n",1472,4
3688,"rqebb48g5n",1467,0
3689,"rqebb48g5n",1580,0
3690,"rqebb48g5n",1515,0
3691,"rqebb48g5n",1606,4
3692,"rqebb48g5n",1438,5
3693,"rqebb48g5n",1585,1
3694,"rqebb48g5n",1484,0
3695,"rqebb48g5n",1590,0
3696,"rqebb48g5n",1454,5
3697,"rqebb48g5n",1440,5
3698,"rqebb48g5n",1571,3
3699,"rqebb48g5n",1632,2
3700,"rqebb48g5n",1591,4
3701,"rqebb48g5n",1531,0
3702,"rqebb48g5n",1608,2
3703,"rqebb48g5n",1619,2
3704,"rqebb48g5n",1453,1
3705,"rqebb48g5n",1569,3
3706,"rqebb48g5n",1490,0
3707,"rqebb48g5n",1462,4
3708,"rqebb48g5n",1544,0
3709,"rqebb48g5n",1559,0
3710,"rqebb48g5n",1522,0
3711,"rqebb48g5n",1521,3
3712,"rqebb48g5n",1437,5
3713,"rqebb48g5n",1589,1
3714,"rqebb48g5n",1547,2
3715,"rqebb48g5n",1539,1
3716,"rqebb48g5n",1502,0
3717,"rqebb48g5n",1493,4
3718,"rqebb48g5n",1524,5
3719,"rqebb48g5n",1510,3
3720,"rqebb48g5n",1601,3
3721,"rqebb48g5n",1431,1
3722,"rqebb48g5n",1477,5
3723,"rqebb48g5n",1525,2
3724,"rqebb48g5n",1623,0
3725,"rqebb48g5n",1485,5
3726,"rqebb48g5n",1430,0
3727,"rqebb48g5n",1627,1
3728,"rqebb48g5n",1535,0
3729,"rqebb48g5n",1463,5
3730,"rqebb48g5n",1499,5
3731,"rqebb48g5n",1520,3
3732,"rqebb48g5n",1435,5
3733,"rqebb48g5n",1473,3
3734,"rqebb48g5n",1581,2
3735,"rqebb48g5n",1439,3
3736,"rqebb48g5n",1577,1
3737,"rqebb48g5n",1579,1
3738,"rqebb48g5n",1603,2
3739,"rqebb48g5n",1460,5
3740,"r568ulumut",529,3
3741,"r568ulumut",570,1
3742,"r568ulumut",493,4
3743,"r568ulumut",433,3
3744,"r568ulumut",505,2
3745,"r568ulumut",427,0
3746,"r568ulumut",437,2
3747,"r568ulumut",572,0
3748,"r568ulumut",539,4
3749,"r568ulumut",596,5
3750,"r568ulumut",574,3
3751,"r568ulumut",459,0
3752,"r568ulumut",448,2
3753,"r568ulumut",518,0
3754,"r568ulumut",568,0
3755,"r568ulumut",424,1
3756,"r568ulumut",476,2
3757,"r568ulumut",485,0
3758,"r568ulumut",541,5
3759,"r568ulumut",537,0
3760,"r568ulumut",571,0
3761,"r568ulumut",497,0
3762,"r568ulumut",513,1
3763,"r568ulumut",411,0
3764,"r568ulumut",487,5
3765,"r568ulumut",557,3
3766,"r568ulumut",423,3
3767,"r568ulumut",467,3
3768,"r568ulumut",608,0
3769,"r568ulumut",575,3
3770,"r568ulumut",546,3
3771,"r568ulumut",528,3
3772,"r568ulumut",536,3
3773,"r568ulumut",444,2
3774,"r568ulumut",583,0
3775,"r568ulumut",446,3
3776,"r568ulumut",458,5
3777,"r568ulumut",567,5
3778,"r568ulumut",416,5
3779,"r568ulumut",566,3
3780,"r568ulumut",588,1
3781,"r568ulumut",554,0
3782,"r568ulumut",442,1
3783,"r568ulumut",425,3
3784,"r568ulumut",425,3
3785,"r568ulumut",483,5
3786,"r568ulumut",415,1
3787,"r568ulumut",607,3
3788,"r568ulumut",594,3
3789,"r568ulumut",477,1
3790,"r568ulumut",579,4
3791,"r568ulumut",486,4
3792,"r568ulumut",457,2
3793,"r568ulumut",464,0
3794,"r568ulumut",420,4
3795,"r568ulumut",577,4
3796,"r568ulumut",527,4
3797,"r568ulumut",542,3
3798,"r568ulumut",468,3
3799,"r568ulumut",426,0
3800,"r568ulumut",553,5
3801,"r568ulumut",602,0
3802,"r568ulumut",538,3
3803,"r568ulumut",609,5
3804,"r568ulumut",421,0
3805,"r568ulumut",587,5
3806,"r568ulumut",597,0
3807,"r568ulumut",450,1
3808,"r568ulumut",462,2
3809,"r568ulumut",466,3
3810,"r568ulumut",455,4
3811,"r568ulumut",454,0
3812,"r568ulumut",451,3
3813,"r568ulumut",439,3
3814,"r568ulumut",479,0
3815,"r568ulumut",463,5
3816,"r568ulumut",498,4
3817,"r568ulumut",482,5
3818,"r568ulumut",484,5
3819,"r568ulumut",472,0
3820,"r568ulumut",410,4
3821,"r568ulumut",556,3
3822,"r568ulumut",532,3
3823,"r568ulumut",601,4
3824,"r568ulumut",510,2
3825,"r568ulumut",417,3
3826,"r568ulumut",604,0
3827,"r568ulumut",603,0
3828,"r568ulumut",521,4
3829,"r568ulumut",413,5
3830,"r568ulumut",611,3
3831,"r568ulumut",517,0
3832,"r568ulumut",573,2
3833,"r568ulumut",540,5
3834,"r568ulumut",478,3
3835,"r568ulumut",606,2
3836,"r568ulumut",488,5
3837,"r568ulumut",560,3
3838,"r568ulumut",489,5
3839,"r568ulumut",523,5
3840,"r568ulumut",561,4
3841,"r568ulumut",418,2
3842,"r568ulumut",543,1
3843,"r568ulumut",494,0
3844,"r568ulumut",441,3
3845,"r568ulumut",506,3
3846,"r568ulumut",434,0
3847,"r568ulumut",507,3
3848,"r568ulumut",461,3
3849,"r568ulumut",490,0
3850,"r568ulumut",544,3
3851,"r568ulumut",519,0
3852,"r568ulumut",438,1
3853,"r568ulumut",453,3
3854,"r568ulumut",563,5
3855,"r568ulumut",550,5
3856,"r568ulumut",562,3
3857,"r568ulumut",522,3
3858,"r568ulumut",474,4
3859,"r568ulumut",592,3
3860,"r568ulumut",452,1
3861,"r568ulumut",449,0
3862,"r568ulumut",445,0
3863,"r568ulumut",481,5
3864,"r568ulumut",584,5
3865,"r568ulumut",414,0
3866,"r568ulumut",435,5
3867,"r568ulumut",535,4
3868,"r568ulumut",499,0
3869,"r568ulumut",516,3
3870,"r568ulumut",565,5
3871,"r568ulumut",503,1
3872,"r568ulumut",515,5
3873,"r568ulumut",508,5
3874,"r568ulumut",492,5
3875,"r568ulumut",530,5
3876,"r568ulumut",430,3
3877,"r568ulumut",460,3
3878,"r568ulumut",595,5
3879,"r568ulumut",514,3
3880,"r568ulumut",447,0
3881,"r568ulumut",469,2
3882,"r568ulumut",432,5
3883,"r568ulumut",475,4
3884,"r568ulumut",491,3
3885,"r568ulumut",500,0
3886,"r568ulumut",534,3
3887,"r568ulumut",471,0
3888,"r568ulumut",496,5
3889,"r568ulumut",511,4
3890,"r568ulumut",610,5
3891,"r568ulumut",591,3
3892,"r568ulumut",473,4
3893,"r568ulumut",512,3
3894,"r568ulumut",590,4
3895,"r568ulumut",612,1
3896,"r568ulumut",509,5
3897,"r568ulumut",555,3
3898,"r568ulumut",599,5
3899,"r568ulumut",412,0
3900,"r568ulumut",428,5
3901,"r568ulumut",533,5
3902,"r568ulumut",526,3
3903,"r568ulumut",586,1
3904,"r568ulumut",598,3
3905,"r568ulumut",605,1
3906,"r568ulumut",501,3
3907,"r568ulumut",470,3
3908,"r7o0b6hqnn",1094,0
3909,"r568ulumut",480,2
3910,"r568ulumut",552,0
3911,"r7o0b6hqnn",1156,1
3912,"r568ulumut",578,1
3913,"r7o0b6hqnn",1162,3
3914,"r7o0b6hqnn",1024,3
3915,"r568ulumut",559,5
3916,"r568ulumut",422,0
3917,"r7o0b6hqnn",1109,1
3918,"r568ulumut",436,0
3919,"r7o0b6hqnn",1140,4
3920,"r568ulumut",549,5
3921,"r7o0b6hqnn",1088,1
3922,"r7o0b6hqnn",1033,1
3923,"r7o0b6hqnn",1190,4
3924,"r568ulumut",495,3
3925,"r7o0b6hqnn",1069,1
3926,"r568ulumut",531,3
3927,"r7o0b6hqnn",1034,4
3928,"r568ulumut",593,3
3929,"r568ulumut",429,5
3930,"r7o0b6hqnn",1077,4
3931,"r568ulumut",585,5
3932,"r7o0b6hqnn",1072,3
3933,"r568ulumut",456,2
3934,"r7o0b6hqnn",1061,1
3935,"r568ulumut",525,2
3936,"r7o0b6hqnn",1029,5
3937,"r7o0b6hqnn",1107,1
3938,"r568ulumut",465,3
3939,"r568ulumut",419,3
3940,"r568ulumut",502,3
3941,"r568ulumut",600,3
3942,"r568ulumut",547,4
3943,"r568ulumut",547,4
3944,"r568ulumut",580,5
3945,"r568ulumut",548,4
3946,"r568ulumut",440,4
3947,"r568ulumut",443,4
3948,"r568ulumut",524,5
3949,"r568ulumut",564,3
3950,"r568ulumut",569,1
3951,"r568ulumut",581,3
3952,"r568ulumut",504,1
3953,"r568ulumut",576,5
3954,"r568ulumut",558,1
3955,"r568ulumut",551,3
3956,"r568ulumut",545,2
3957,"r568ulumut",589,5
3958,"r568ulumut",613,3
3959,"r568ulumut",582,0
3960,"r568ulumut",520,5
3961,"r568ulumut",431,4
3962,"r7o0b6hqnn",1099,2
3963,"r7o0b6hqnn",1063,3
3964,"r7o0b6hqnn",1173,1
