id,"partid","aspect_id_1","aspect_id_2","aspect_1","aspect_2"
1295,"p01n5qi2cl","s1.4","s2.1","i don't take risks because they scare me too much","personal experiences. i try to think of my own personal experiences and how much i avoid risks generally."
1296,"p01n5qi2cl","s1.4","s2.2","i don't take risks because they scare me too much","physical danger. if the risks have personal physical danger then i usually avoid them."
1297,"p01n5qi2cl","s1.4","s2.3","i don't take risks because they scare me too much","safety. i try to think about how much i like to be safe and not takes risks generally at all because i'm too scared."
1298,"p01n5qi2cl","s2.1","s2.2","personal experiences. i try to think of my own personal experiences and how much i avoid risks generally.","physical danger. if the risks have personal physical danger then i usually avoid them."
1299,"p01n5qi2cl","s2.1","s2.3","personal experiences. i try to think of my own personal experiences and how much i avoid risks generally.","safety. i try to think about how much i like to be safe and not takes risks generally at all because i'm too scared."
1300,"p01n5qi2cl","s2.2","s2.3","physical danger. if the risks have personal physical danger then i usually avoid them.","safety. i try to think about how much i like to be safe and not takes risks generally at all because i'm too scared."
1301,"pn5a9a3qva","s1.1","s1.2","i try to avoid getting arrested","i don't want to lose large sums of money"
1302,"pn5a9a3qva","s1.1","s1.3","i try to avoid getting arrested","i am willing to go all in if it's a small amount of money"
1303,"pn5a9a3qva","s1.1","s1.4","i try to avoid getting arrested","i will gamble away extra money, or something that i otherwise would not have"
1304,"pn5a9a3qva","s1.1","s1.5","i try to avoid getting arrested","i enjoy the thrill of card games"
1305,"pn5a9a3qva","s1.1","s1.6","i try to avoid getting arrested","sometimes i hope i could win big"
1306,"pn5a9a3qva","s1.1","s1.7","i try to avoid getting arrested","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered"
1307,"pn5a9a3qva","s1.1","s2.1","i try to avoid getting arrested","i don't want to be in danger"
1308,"pn5a9a3qva","s1.1","s2.2","i try to avoid getting arrested","i worry about my kids, and whether this decision will affect my ability to care for them"
1309,"pn5a9a3qva","s1.1","s2.3","i try to avoid getting arrested","i figure, what have i got to lose?"
1310,"pn5a9a3qva","s1.1","s2.4","i try to avoid getting arrested","life is short"
1311,"pn5a9a3qva","s1.1","s2.5","i try to avoid getting arrested","the benefits could be substantial"
1312,"pn5a9a3qva","s1.1","s2.6","i try to avoid getting arrested","i've worked hard for my money, i don't want to just gamble it away"
1313,"pn5a9a3qva","s1.2","s1.3","i don't want to lose large sums of money","i am willing to go all in if it's a small amount of money"
1314,"pn5a9a3qva","s1.2","s1.4","i don't want to lose large sums of money","i will gamble away extra money, or something that i otherwise would not have"
1315,"pn5a9a3qva","s1.2","s1.5","i don't want to lose large sums of money","i enjoy the thrill of card games"
1316,"pn5a9a3qva","s1.2","s1.6","i don't want to lose large sums of money","sometimes i hope i could win big"
1317,"pn5a9a3qva","s1.2","s1.7","i don't want to lose large sums of money","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered"
1318,"pn5a9a3qva","s1.2","s2.1","i don't want to lose large sums of money","i don't want to be in danger"
1319,"pn5a9a3qva","s1.2","s2.2","i don't want to lose large sums of money","i worry about my kids, and whether this decision will affect my ability to care for them"
1320,"pn5a9a3qva","s1.2","s2.3","i don't want to lose large sums of money","i figure, what have i got to lose?"
1321,"pn5a9a3qva","s1.2","s2.4","i don't want to lose large sums of money","life is short"
1322,"pn5a9a3qva","s1.2","s2.5","i don't want to lose large sums of money","the benefits could be substantial"
1323,"pn5a9a3qva","s1.2","s2.6","i don't want to lose large sums of money","i've worked hard for my money, i don't want to just gamble it away"
1324,"pn5a9a3qva","s1.3","s1.4","i am willing to go all in if it's a small amount of money","i will gamble away extra money, or something that i otherwise would not have"
1325,"pn5a9a3qva","s1.3","s1.5","i am willing to go all in if it's a small amount of money","i enjoy the thrill of card games"
1326,"pn5a9a3qva","s1.3","s1.6","i am willing to go all in if it's a small amount of money","sometimes i hope i could win big"
1327,"pn5a9a3qva","s1.3","s1.7","i am willing to go all in if it's a small amount of money","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered"
1328,"pn5a9a3qva","s1.3","s2.1","i am willing to go all in if it's a small amount of money","i don't want to be in danger"
1329,"pn5a9a3qva","s1.3","s2.2","i am willing to go all in if it's a small amount of money","i worry about my kids, and whether this decision will affect my ability to care for them"
1330,"pn5a9a3qva","s1.3","s2.3","i am willing to go all in if it's a small amount of money","i figure, what have i got to lose?"
1331,"pn5a9a3qva","s1.3","s2.4","i am willing to go all in if it's a small amount of money","life is short"
1332,"pn5a9a3qva","s1.3","s2.5","i am willing to go all in if it's a small amount of money","the benefits could be substantial"
1333,"pn5a9a3qva","s1.3","s2.6","i am willing to go all in if it's a small amount of money","i've worked hard for my money, i don't want to just gamble it away"
1334,"pn5a9a3qva","s1.4","s1.5","i will gamble away extra money, or something that i otherwise would not have","i enjoy the thrill of card games"
1335,"pn5a9a3qva","s1.4","s1.6","i will gamble away extra money, or something that i otherwise would not have","sometimes i hope i could win big"
1336,"pn5a9a3qva","s1.4","s1.7","i will gamble away extra money, or something that i otherwise would not have","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered"
1337,"pn5a9a3qva","s1.4","s2.1","i will gamble away extra money, or something that i otherwise would not have","i don't want to be in danger"
1338,"pn5a9a3qva","s1.4","s2.2","i will gamble away extra money, or something that i otherwise would not have","i worry about my kids, and whether this decision will affect my ability to care for them"
1339,"pn5a9a3qva","s1.4","s2.3","i will gamble away extra money, or something that i otherwise would not have","i figure, what have i got to lose?"
1340,"pn5a9a3qva","s1.4","s2.4","i will gamble away extra money, or something that i otherwise would not have","life is short"
1341,"pn5a9a3qva","s1.4","s2.5","i will gamble away extra money, or something that i otherwise would not have","the benefits could be substantial"
1342,"pn5a9a3qva","s1.4","s2.6","i will gamble away extra money, or something that i otherwise would not have","i've worked hard for my money, i don't want to just gamble it away"
1343,"pn5a9a3qva","s1.5","s1.6","i enjoy the thrill of card games","sometimes i hope i could win big"
1344,"pn5a9a3qva","s1.5","s1.7","i enjoy the thrill of card games","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered"
1345,"pn5a9a3qva","s1.5","s2.1","i enjoy the thrill of card games","i don't want to be in danger"
1346,"pn5a9a3qva","s1.5","s2.2","i enjoy the thrill of card games","i worry about my kids, and whether this decision will affect my ability to care for them"
1347,"pn5a9a3qva","s1.5","s2.3","i enjoy the thrill of card games","i figure, what have i got to lose?"
1348,"pn5a9a3qva","s1.5","s2.4","i enjoy the thrill of card games","life is short"
1349,"pn5a9a3qva","s1.5","s2.5","i enjoy the thrill of card games","the benefits could be substantial"
1350,"pn5a9a3qva","s1.5","s2.6","i enjoy the thrill of card games","i've worked hard for my money, i don't want to just gamble it away"
1351,"pn5a9a3qva","s1.6","s1.7","sometimes i hope i could win big","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered"
1352,"pn5a9a3qva","s1.6","s2.1","sometimes i hope i could win big","i don't want to be in danger"
1353,"pn5a9a3qva","s1.6","s2.2","sometimes i hope i could win big","i worry about my kids, and whether this decision will affect my ability to care for them"
1354,"pn5a9a3qva","s1.6","s2.3","sometimes i hope i could win big","i figure, what have i got to lose?"
1355,"pn5a9a3qva","s1.6","s2.4","sometimes i hope i could win big","life is short"
1356,"pn5a9a3qva","s1.6","s2.5","sometimes i hope i could win big","the benefits could be substantial"
1357,"pn5a9a3qva","s1.6","s2.6","sometimes i hope i could win big","i've worked hard for my money, i don't want to just gamble it away"
1358,"pn5a9a3qva","s1.7","s2.1","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered","i don't want to be in danger"
1359,"pn5a9a3qva","s1.7","s2.2","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered","i worry about my kids, and whether this decision will affect my ability to care for them"
1360,"pn5a9a3qva","s1.7","s2.3","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered","i figure, what have i got to lose?"
1361,"pn5a9a3qva","s1.7","s2.4","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered","life is short"
1362,"pn5a9a3qva","s1.7","s2.5","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered","the benefits could be substantial"
1363,"pn5a9a3qva","s1.7","s2.6","i am responsible enough to know that there are things that i have to pay for and cannot dip into my finances below that point to ensure those things are covered","i've worked hard for my money, i don't want to just gamble it away"
1364,"pn5a9a3qva","s2.1","s2.2","i don't want to be in danger","i worry about my kids, and whether this decision will affect my ability to care for them"
1365,"pn5a9a3qva","s2.1","s2.3","i don't want to be in danger","i figure, what have i got to lose?"
1366,"pn5a9a3qva","s2.1","s2.4","i don't want to be in danger","life is short"
1367,"pn5a9a3qva","s2.1","s2.5","i don't want to be in danger","the benefits could be substantial"
1368,"pn5a9a3qva","s2.1","s2.6","i don't want to be in danger","i've worked hard for my money, i don't want to just gamble it away"
1369,"pn5a9a3qva","s2.2","s2.3","i worry about my kids, and whether this decision will affect my ability to care for them","i figure, what have i got to lose?"
1370,"pn5a9a3qva","s2.2","s2.4","i worry about my kids, and whether this decision will affect my ability to care for them","life is short"
1371,"pn5a9a3qva","s2.2","s2.5","i worry about my kids, and whether this decision will affect my ability to care for them","the benefits could be substantial"
1372,"pn5a9a3qva","s2.2","s2.6","i worry about my kids, and whether this decision will affect my ability to care for them","i've worked hard for my money, i don't want to just gamble it away"
1373,"pn5a9a3qva","s2.3","s2.4","i figure, what have i got to lose?","life is short"
1374,"pn5a9a3qva","s2.3","s2.5","i figure, what have i got to lose?","the benefits could be substantial"
1375,"pn5a9a3qva","s2.3","s2.6","i figure, what have i got to lose?","i've worked hard for my money, i don't want to just gamble it away"
1376,"pn5a9a3qva","s2.4","s2.5","life is short","the benefits could be substantial"
1377,"pn5a9a3qva","s2.4","s2.6","life is short","i've worked hard for my money, i don't want to just gamble it away"
1378,"pn5a9a3qva","s2.5","s2.6","the benefits could be substantial","i've worked hard for my money, i don't want to just gamble it away"
1379,"pvsp7i8pvn","s1.1","s1.2","i don't take risks with money i can't afford to lose.","i do take risks in my work, i sometimes risk time and effort trying to get a job i may not get."
1380,"pvsp7i8pvn","s1.1","s1.3","i don't take risks with money i can't afford to lose.","outside of my work, i can't think of any other areas where i engage in risky behavior, so overall all i am a person who avoids risks."
1381,"pvsp7i8pvn","s1.1","s1.4","i don't take risks with money i can't afford to lose.","i do buy lottery tickets, which are extremely risky but the risk of loss to me is small - so small risks are acceptable."
1382,"pvsp7i8pvn","s1.1","s2.1","i don't take risks with money i can't afford to lose.","i cannot afford to take risks that could be costly to my physical health or financially."
1383,"pvsp7i8pvn","s1.1","s2.2","i don't take risks with money i can't afford to lose.","i avoid risk when i can because i prefer the safer route."
1384,"pvsp7i8pvn","s1.1","s2.3","i don't take risks with money i can't afford to lose.","risk is not exciting to me as it is to some people."
1385,"pvsp7i8pvn","s1.1","s2.4","i don't take risks with money i can't afford to lose.","thinking of adverse consequences makes me avoid risk."
1386,"pvsp7i8pvn","s1.2","s1.3","i do take risks in my work, i sometimes risk time and effort trying to get a job i may not get.","outside of my work, i can't think of any other areas where i engage in risky behavior, so overall all i am a person who avoids risks."
1387,"pvsp7i8pvn","s1.2","s1.4","i do take risks in my work, i sometimes risk time and effort trying to get a job i may not get.","i do buy lottery tickets, which are extremely risky but the risk of loss to me is small - so small risks are acceptable."
1388,"pvsp7i8pvn","s1.2","s2.1","i do take risks in my work, i sometimes risk time and effort trying to get a job i may not get.","i cannot afford to take risks that could be costly to my physical health or financially."
1389,"pvsp7i8pvn","s1.2","s2.2","i do take risks in my work, i sometimes risk time and effort trying to get a job i may not get.","i avoid risk when i can because i prefer the safer route."
1390,"pvsp7i8pvn","s1.2","s2.3","i do take risks in my work, i sometimes risk time and effort trying to get a job i may not get.","risk is not exciting to me as it is to some people."
1391,"pvsp7i8pvn","s1.2","s2.4","i do take risks in my work, i sometimes risk time and effort trying to get a job i may not get.","thinking of adverse consequences makes me avoid risk."
1392,"pvsp7i8pvn","s1.3","s1.4","outside of my work, i can't think of any other areas where i engage in risky behavior, so overall all i am a person who avoids risks.","i do buy lottery tickets, which are extremely risky but the risk of loss to me is small - so small risks are acceptable."
1393,"pvsp7i8pvn","s1.3","s2.1","outside of my work, i can't think of any other areas where i engage in risky behavior, so overall all i am a person who avoids risks.","i cannot afford to take risks that could be costly to my physical health or financially."
1394,"pvsp7i8pvn","s1.3","s2.2","outside of my work, i can't think of any other areas where i engage in risky behavior, so overall all i am a person who avoids risks.","i avoid risk when i can because i prefer the safer route."
1395,"pvsp7i8pvn","s1.3","s2.3","outside of my work, i can't think of any other areas where i engage in risky behavior, so overall all i am a person who avoids risks.","risk is not exciting to me as it is to some people."
1396,"pvsp7i8pvn","s1.3","s2.4","outside of my work, i can't think of any other areas where i engage in risky behavior, so overall all i am a person who avoids risks.","thinking of adverse consequences makes me avoid risk."
1397,"pvsp7i8pvn","s1.4","s2.1","i do buy lottery tickets, which are extremely risky but the risk of loss to me is small - so small risks are acceptable.","i cannot afford to take risks that could be costly to my physical health or financially."
1398,"pvsp7i8pvn","s1.4","s2.2","i do buy lottery tickets, which are extremely risky but the risk of loss to me is small - so small risks are acceptable.","i avoid risk when i can because i prefer the safer route."
1399,"pvsp7i8pvn","s1.4","s2.3","i do buy lottery tickets, which are extremely risky but the risk of loss to me is small - so small risks are acceptable.","risk is not exciting to me as it is to some people."
1400,"pvsp7i8pvn","s1.4","s2.4","i do buy lottery tickets, which are extremely risky but the risk of loss to me is small - so small risks are acceptable.","thinking of adverse consequences makes me avoid risk."
1401,"pvsp7i8pvn","s2.1","s2.2","i cannot afford to take risks that could be costly to my physical health or financially.","i avoid risk when i can because i prefer the safer route."
1402,"pvsp7i8pvn","s2.1","s2.3","i cannot afford to take risks that could be costly to my physical health or financially.","risk is not exciting to me as it is to some people."
1403,"pvsp7i8pvn","s2.1","s2.4","i cannot afford to take risks that could be costly to my physical health or financially.","thinking of adverse consequences makes me avoid risk."
1404,"pvsp7i8pvn","s2.2","s2.3","i avoid risk when i can because i prefer the safer route.","risk is not exciting to me as it is to some people."
1405,"pvsp7i8pvn","s2.2","s2.4","i avoid risk when i can because i prefer the safer route.","thinking of adverse consequences makes me avoid risk."
1406,"pvsp7i8pvn","s2.3","s2.4","risk is not exciting to me as it is to some people.","thinking of adverse consequences makes me avoid risk."
1407,"p81792oc4t","s1.1","s1.2","i want to stay safe so i avoid taking risks.","i don't think it is worth it to take risks."
1408,"p81792oc4t","s1.1","s1.3","i want to stay safe so i avoid taking risks.","i don't think it is necessary to take risks most of the time."
1409,"p81792oc4t","s1.1","s1.4","i want to stay safe so i avoid taking risks.","usually the payout is not worth the risk."
1410,"p81792oc4t","s1.1","s2.1","i want to stay safe so i avoid taking risks.","i am not generally a person to take risks because i consider myself unlucky."
1411,"p81792oc4t","s1.1","s2.2","i want to stay safe so i avoid taking risks.","i avoid taking risks because i don't like the feeling of failure."
1412,"p81792oc4t","s1.1","s2.3","i want to stay safe so i avoid taking risks.","i don't like to take risks because danger does not excite me."
1413,"p81792oc4t","s1.1","s2.4","i want to stay safe so i avoid taking risks.","i avoid risks because they give me an uncomfortable anxiety."
1414,"p81792oc4t","s1.2","s1.3","i don't think it is worth it to take risks.","i don't think it is necessary to take risks most of the time."
1415,"p81792oc4t","s1.2","s1.4","i don't think it is worth it to take risks.","usually the payout is not worth the risk."
1416,"p81792oc4t","s1.2","s2.1","i don't think it is worth it to take risks.","i am not generally a person to take risks because i consider myself unlucky."
1417,"p81792oc4t","s1.2","s2.2","i don't think it is worth it to take risks.","i avoid taking risks because i don't like the feeling of failure."
1418,"p81792oc4t","s1.2","s2.3","i don't think it is worth it to take risks.","i don't like to take risks because danger does not excite me."
1419,"p81792oc4t","s1.2","s2.4","i don't think it is worth it to take risks.","i avoid risks because they give me an uncomfortable anxiety."
1420,"p81792oc4t","s1.3","s1.4","i don't think it is necessary to take risks most of the time.","usually the payout is not worth the risk."
1421,"p81792oc4t","s1.3","s2.1","i don't think it is necessary to take risks most of the time.","i am not generally a person to take risks because i consider myself unlucky."
1422,"p81792oc4t","s1.3","s2.2","i don't think it is necessary to take risks most of the time.","i avoid taking risks because i don't like the feeling of failure."
1423,"p81792oc4t","s1.3","s2.3","i don't think it is necessary to take risks most of the time.","i don't like to take risks because danger does not excite me."
1424,"p81792oc4t","s1.3","s2.4","i don't think it is necessary to take risks most of the time.","i avoid risks because they give me an uncomfortable anxiety."
1425,"p81792oc4t","s1.4","s2.1","usually the payout is not worth the risk.","i am not generally a person to take risks because i consider myself unlucky."
1426,"p81792oc4t","s1.4","s2.2","usually the payout is not worth the risk.","i avoid taking risks because i don't like the feeling of failure."
1427,"p81792oc4t","s1.4","s2.3","usually the payout is not worth the risk.","i don't like to take risks because danger does not excite me."
1428,"p81792oc4t","s1.4","s2.4","usually the payout is not worth the risk.","i avoid risks because they give me an uncomfortable anxiety."
1429,"p81792oc4t","s2.1","s2.2","i am not generally a person to take risks because i consider myself unlucky.","i avoid taking risks because i don't like the feeling of failure."
1430,"p81792oc4t","s2.1","s2.3","i am not generally a person to take risks because i consider myself unlucky.","i don't like to take risks because danger does not excite me."
1431,"p81792oc4t","s2.1","s2.4","i am not generally a person to take risks because i consider myself unlucky.","i avoid risks because they give me an uncomfortable anxiety."
1432,"p81792oc4t","s2.2","s2.3","i avoid taking risks because i don't like the feeling of failure.","i don't like to take risks because danger does not excite me."
1433,"p81792oc4t","s2.2","s2.4","i avoid taking risks because i don't like the feeling of failure.","i avoid risks because they give me an uncomfortable anxiety."
1434,"p81792oc4t","s2.3","s2.4","i don't like to take risks because danger does not excite me.","i avoid risks because they give me an uncomfortable anxiety."
1435,"p5pi6t9gsd","s1.1","s1.2","i don't take risks because i think the chance of losing (like in the stocks) is too high.","i don't take risks because i don't think the risk is worth the reward."
1436,"p5pi6t9gsd","s1.1","s1.3","i don't take risks because i think the chance of losing (like in the stocks) is too high.","i avoid taking risks because i like to feel safe at all times."
1437,"p5pi6t9gsd","s1.1","s1.4","i don't take risks because i think the chance of losing (like in the stocks) is too high.","i think taking risks is playing with fire so i avoid it."
1438,"p5pi6t9gsd","s1.1","s2.1","i don't take risks because i think the chance of losing (like in the stocks) is too high.","i think risks are generally unsafe and i prefer to act safely."
1439,"p5pi6t9gsd","s1.1","s2.2","i don't take risks because i think the chance of losing (like in the stocks) is too high.","if something is risky you usually have a good chance of missing out on something else and i feel better not taking the chance."
1440,"p5pi6t9gsd","s1.1","s2.3","i don't take risks because i think the chance of losing (like in the stocks) is too high.","there is a lower chance of succeeding with risks and i prefer to succeed."
1441,"p5pi6t9gsd","s1.2","s1.3","i don't take risks because i don't think the risk is worth the reward.","i avoid taking risks because i like to feel safe at all times."
1442,"p5pi6t9gsd","s1.2","s1.4","i don't take risks because i don't think the risk is worth the reward.","i think taking risks is playing with fire so i avoid it."
1443,"p5pi6t9gsd","s1.2","s2.1","i don't take risks because i don't think the risk is worth the reward.","i think risks are generally unsafe and i prefer to act safely."
1444,"p5pi6t9gsd","s1.2","s2.2","i don't take risks because i don't think the risk is worth the reward.","if something is risky you usually have a good chance of missing out on something else and i feel better not taking the chance."
1445,"p5pi6t9gsd","s1.2","s2.3","i don't take risks because i don't think the risk is worth the reward.","there is a lower chance of succeeding with risks and i prefer to succeed."
1446,"p5pi6t9gsd","s1.3","s1.4","i avoid taking risks because i like to feel safe at all times.","i think taking risks is playing with fire so i avoid it."
1447,"p5pi6t9gsd","s1.3","s2.1","i avoid taking risks because i like to feel safe at all times.","i think risks are generally unsafe and i prefer to act safely."
1448,"p5pi6t9gsd","s1.3","s2.2","i avoid taking risks because i like to feel safe at all times.","if something is risky you usually have a good chance of missing out on something else and i feel better not taking the chance."
1449,"p5pi6t9gsd","s1.3","s2.3","i avoid taking risks because i like to feel safe at all times.","there is a lower chance of succeeding with risks and i prefer to succeed."
1450,"p5pi6t9gsd","s1.4","s2.1","i think taking risks is playing with fire so i avoid it.","i think risks are generally unsafe and i prefer to act safely."
1451,"p5pi6t9gsd","s1.4","s2.2","i think taking risks is playing with fire so i avoid it.","if something is risky you usually have a good chance of missing out on something else and i feel better not taking the chance."
1452,"p5pi6t9gsd","s1.4","s2.3","i think taking risks is playing with fire so i avoid it.","there is a lower chance of succeeding with risks and i prefer to succeed."
1453,"p5pi6t9gsd","s2.1","s2.2","i think risks are generally unsafe and i prefer to act safely.","if something is risky you usually have a good chance of missing out on something else and i feel better not taking the chance."
1454,"p5pi6t9gsd","s2.1","s2.3","i think risks are generally unsafe and i prefer to act safely.","there is a lower chance of succeeding with risks and i prefer to succeed."
1455,"p5pi6t9gsd","s2.2","s2.3","if something is risky you usually have a good chance of missing out on something else and i feel better not taking the chance.","there is a lower chance of succeeding with risks and i prefer to succeed."
1456,"p74ntiluak","s1.1","s2.1","i typically tend to stay away from risks","i typically try to avoid risks for my own personal safety."
1457,"p74ntiluak","s1.1","s2.2","i typically tend to stay away from risks","i typically try to avoid risks to keep my family safe."
1458,"p74ntiluak","s2.1","s2.2","i typically try to avoid risks for my own personal safety.","i typically try to avoid risks to keep my family safe."
1459,"pp552vm3jb","s1.1","s1.2","i do not like taking risk.","i own little and don't want to risk what i have."
1460,"pp552vm3jb","s1.1","s1.3","i do not like taking risk.","i do not like to lose so i won't take a risk"
1461,"pp552vm3jb","s1.1","s1.4","i do not like taking risk.","i hate to take chances"
1462,"pp552vm3jb","s1.1","s1.5","i do not like taking risk.","i am too old to take risks"
1463,"pp552vm3jb","s1.1","s1.6","i do not like taking risk.","i am just not the type who takes risks"
1464,"pp552vm3jb","s1.1","s2.1","i do not like taking risk.","i am not to daring to take risks"
1465,"pp552vm3jb","s1.1","s2.2","i do not like taking risk.","i do not have the personality to take risks."
1466,"pp552vm3jb","s1.1","s2.3","i do not like taking risk.","i wish i was more of a risk taker."
1467,"pp552vm3jb","s1.1","s2.4","i do not like taking risk.","if i had taken more risks during my life i would be more successful than i am now."
1468,"pp552vm3jb","s1.1","s2.5","i do not like taking risk.","i hate to lose what i have now."
1469,"pp552vm3jb","s1.2","s1.3","i own little and don't want to risk what i have.","i do not like to lose so i won't take a risk"
1470,"pp552vm3jb","s1.2","s1.4","i own little and don't want to risk what i have.","i hate to take chances"
1471,"pp552vm3jb","s1.2","s1.5","i own little and don't want to risk what i have.","i am too old to take risks"
1472,"pp552vm3jb","s1.2","s1.6","i own little and don't want to risk what i have.","i am just not the type who takes risks"
1473,"pp552vm3jb","s1.2","s2.1","i own little and don't want to risk what i have.","i am not to daring to take risks"
1474,"pp552vm3jb","s1.2","s2.2","i own little and don't want to risk what i have.","i do not have the personality to take risks."
1475,"pp552vm3jb","s1.2","s2.3","i own little and don't want to risk what i have.","i wish i was more of a risk taker."
1476,"pp552vm3jb","s1.2","s2.4","i own little and don't want to risk what i have.","if i had taken more risks during my life i would be more successful than i am now."
1477,"pp552vm3jb","s1.2","s2.5","i own little and don't want to risk what i have.","i hate to lose what i have now."
1478,"pp552vm3jb","s1.3","s1.4","i do not like to lose so i won't take a risk","i hate to take chances"
1479,"pp552vm3jb","s1.3","s1.5","i do not like to lose so i won't take a risk","i am too old to take risks"
1480,"pp552vm3jb","s1.3","s1.6","i do not like to lose so i won't take a risk","i am just not the type who takes risks"
1481,"pp552vm3jb","s1.3","s2.1","i do not like to lose so i won't take a risk","i am not to daring to take risks"
1482,"pp552vm3jb","s1.3","s2.2","i do not like to lose so i won't take a risk","i do not have the personality to take risks."
1483,"pp552vm3jb","s1.3","s2.3","i do not like to lose so i won't take a risk","i wish i was more of a risk taker."
1484,"pp552vm3jb","s1.3","s2.4","i do not like to lose so i won't take a risk","if i had taken more risks during my life i would be more successful than i am now."
1485,"pp552vm3jb","s1.3","s2.5","i do not like to lose so i won't take a risk","i hate to lose what i have now."
1486,"pp552vm3jb","s1.4","s1.5","i hate to take chances","i am too old to take risks"
1487,"pp552vm3jb","s1.4","s1.6","i hate to take chances","i am just not the type who takes risks"
1488,"pp552vm3jb","s1.4","s2.1","i hate to take chances","i am not to daring to take risks"
1489,"pp552vm3jb","s1.4","s2.2","i hate to take chances","i do not have the personality to take risks."
1490,"pp552vm3jb","s1.4","s2.3","i hate to take chances","i wish i was more of a risk taker."
1491,"pp552vm3jb","s1.4","s2.4","i hate to take chances","if i had taken more risks during my life i would be more successful than i am now."
1492,"pp552vm3jb","s1.4","s2.5","i hate to take chances","i hate to lose what i have now."
1493,"pp552vm3jb","s1.5","s1.6","i am too old to take risks","i am just not the type who takes risks"
1494,"pp552vm3jb","s1.5","s2.1","i am too old to take risks","i am not to daring to take risks"
1495,"pp552vm3jb","s1.5","s2.2","i am too old to take risks","i do not have the personality to take risks."
1496,"pp552vm3jb","s1.5","s2.3","i am too old to take risks","i wish i was more of a risk taker."
1497,"pp552vm3jb","s1.5","s2.4","i am too old to take risks","if i had taken more risks during my life i would be more successful than i am now."
1498,"pp552vm3jb","s1.5","s2.5","i am too old to take risks","i hate to lose what i have now."
1499,"pp552vm3jb","s1.6","s2.1","i am just not the type who takes risks","i am not to daring to take risks"
1500,"pp552vm3jb","s1.6","s2.2","i am just not the type who takes risks","i do not have the personality to take risks."
1501,"pp552vm3jb","s1.6","s2.3","i am just not the type who takes risks","i wish i was more of a risk taker."
1502,"pp552vm3jb","s1.6","s2.4","i am just not the type who takes risks","if i had taken more risks during my life i would be more successful than i am now."
1503,"pp552vm3jb","s1.6","s2.5","i am just not the type who takes risks","i hate to lose what i have now."
1504,"pp552vm3jb","s2.1","s2.2","i am not to daring to take risks","i do not have the personality to take risks."
1505,"pp552vm3jb","s2.1","s2.3","i am not to daring to take risks","i wish i was more of a risk taker."
1506,"pp552vm3jb","s2.1","s2.4","i am not to daring to take risks","if i had taken more risks during my life i would be more successful than i am now."
1507,"pp552vm3jb","s2.1","s2.5","i am not to daring to take risks","i hate to lose what i have now."
1508,"pp552vm3jb","s2.2","s2.3","i do not have the personality to take risks.","i wish i was more of a risk taker."
1509,"pp552vm3jb","s2.2","s2.4","i do not have the personality to take risks.","if i had taken more risks during my life i would be more successful than i am now."
1510,"pp552vm3jb","s2.2","s2.5","i do not have the personality to take risks.","i hate to lose what i have now."
1511,"pp552vm3jb","s2.3","s2.4","i wish i was more of a risk taker.","if i had taken more risks during my life i would be more successful than i am now."
1512,"pp552vm3jb","s2.3","s2.5","i wish i was more of a risk taker.","i hate to lose what i have now."
1513,"pp552vm3jb","s2.4","s2.5","if i had taken more risks during my life i would be more successful than i am now.","i hate to lose what i have now."
1514,"p17frg3toe","s1.1","s1.2","i take risks because life is too short.","i take risks because you never know what will happen if you dont try."
1515,"p17frg3toe","s1.1","s1.3","i take risks because life is too short.","i sometimes do avoid risks because my anxiety overpowers the urge to do something."
1516,"p17frg3toe","s1.1","s1.4","i take risks because life is too short.","taking risks is dangerous and sometimes should be thought about or avoided."
1517,"p17frg3toe","s1.1","s1.5","i take risks because life is too short.","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new."
1518,"p17frg3toe","s1.1","s1.6","i take risks because life is too short.","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided."
1519,"p17frg3toe","s1.1","s2.1","i take risks because life is too short.","the excitement from risk taking."
1520,"p17frg3toe","s1.1","s2.2","i take risks because life is too short.","never knowing what will happen until you try."
1521,"p17frg3toe","s1.1","s2.3","i take risks because life is too short.","knowing that i want to do it but the fear is there so i push through it."
1522,"p17frg3toe","s1.2","s1.3","i take risks because you never know what will happen if you dont try.","i sometimes do avoid risks because my anxiety overpowers the urge to do something."
1523,"p17frg3toe","s1.2","s1.4","i take risks because you never know what will happen if you dont try.","taking risks is dangerous and sometimes should be thought about or avoided."
